fips,0-4,5-17,18-49,50-64,65+
33001,0.0542626547511895,0.270781558850309,0.313049437178874,0.370228524178019,0.464089385621807
33003,0.0534066137627593,0.266509742177318,0.308110807639664,0.364387844372808,0.456767968374359
33005,0.0539403450833593,0.269173168794795,0.311189984106144,0.368029438394321,0.461332784485922
33007,0.0575596467050985,0.287234211690278,0.332070280893341,0.392723561896309,0.492287397261776
33009,0.0530321543590741,0.264641114453131,0.305950494877462,0.361832946293703,0.453565348904423
33011,0.054946952337883,0.274196341412865,0.316997253137372,0.37489741637988,0.469941942007911
33013,0.054583061233149,0.272380451625617,0.314897910485345,0.372414624719853,0.466829709478862
33015,0.0543314723498661,0.271124972506191,0.313446456282205,0.37069805959077,0.46467795831948
33017,0.0558686059220543,0.278795578132598,0.322314411634716,0.381185764191754,0.477824520691086
33019,0.0560466736434353,0.279684171869811,0.323341711169058,0.382400701978947,0.479347471232185
