fips,0-4,5-17,18-49,50-64,65+
53001,1810,5435,8079,2920,2446
53003,1284,3109,7858,4654,5519
53005,13630,41874,85755,36243,32722
53007,4441,13676,30212,14898,16291
53009,3058,9635,24561,15913,24426
53011,29132,88964,212888,96520,83012
53013,168,507,1241,895,1185
53015,6401,18841,42692,21843,21762
53017,2734,8231,17139,7747,7882
53019,299,938,2147,1733,2209
53021,8084,22622,43673,13440,9857
53023,82,317,705,533,689
53025,7253,21625,40948,16209,14393
53027,3610,11663,27688,15998,17438
53029,4285,10975,32514,16333,22640
53031,840,3005,8681,7606,13181
53033,120412,326709,1100075,404149,311368
53035,14671,40453,115898,52694,52865
53037,1921,5898,20653,8573,7691
53039,1046,3200,8175,4913,5748
53041,4732,13427,30993,16994,17779
53043,586,1893,3491,2390,2911
53045,3384,9725,24048,13929,15882
53047,2373,7164,15001,8456,9817
53049,803,2805,6869,5438,7835
53051,593,2069,4250,3170,3729
53053,57111,157328,409556,166798,133313
53055,524,1807,5278,4255,6402
53057,7068,20496,49193,24840,28810
53059,483,1601,4271,3049,2872
53061,50628,136007,365373,162482,120158
53063,30694,87731,233285,100058,92555
53065,2340,7764,15278,10371,11717
53067,16139,46454,125243,54480,54324
53069,170,675,1190,1059,1479
53071,3084,9801,26428,10716,12073
53073,10797,32322,103184,39874,42255
53075,1941,5444,28346,5855,5456
53077,18822,56275,104008,40878,36622
