fips,0-4,5-17,18-49,50-64,65+
35001,0.0399284903170839,0.20404902911759,0.279423989663029,0.466851241201553,0.495803915680271
35003,0.0403936923070522,0.206426379566925,0.282679524620745,0.47229046829733,0.501580466869081
35005,0.042482698750612,0.217101958163654,0.297298622669677,0.496715515257762,0.527520279929208
35006,0.0427020223494499,0.218222781091094,0.298833473462378,0.499279887051666,0.530243686154723
35007,0.0398660532338239,0.203729953036351,0.27898704805144,0.466121215358216,0.495028615885109
35009,0.0422327551109075,0.215824655750996,0.295549489445693,0.493793128323024,0.524416655567737
35011,0.0402856256711733,0.205874119965924,0.281923262355206,0.471026933345422,0.50023857137547
35013,0.0411875973985949,0.210483521769256,0.28823536022412,0.48157295241931,0.511438622034466
35015,0.0409905626839979,0.209476603102993,0.286856489507557,0.479269186353051,0.508991983500267
35017,0.0402856256711733,0.205874119965924,0.281923262355206,0.471026933345422,0.50023857137547
35019,0.041698517446349,0.213094508031772,0.29181083520473,0.48754672344232,0.51778286791665
35021,0.0416088109585506,0.212636075429001,0.291183059285325,0.486497858713403,0.516668955831341
35023,0.0410361162035382,0.20970939806622,0.287175278073617,0.479801806468904,0.509557635073411
35025,0.041518910649791,0.212176652331005,0.290553926985404,0.485446727794214,0.515552637013627
35027,0.039172677675759,0.200186553115306,0.274134729237713,0.458014141002767,0.486418765775688
35028,0.0357131274351767,0.182506999939906,0.249924414172292,0.41756444428273,0.443460503588664
35029,0.0428330774576323,0.218892520101338,0.299750611598662,0.500812207443317,0.53187103633227
35031,0.0454844263103578,0.232441871828749,0.318305043998528,0.531812265119518,0.564793621999208
35033,0.0398816716685989,0.203809768887812,0.279096347584743,0.466303828965754,0.495222554625511
35035,0.0417283767537531,0.213247099893812,0.292019793939137,0.487895843947812,0.518153639799406
35037,0.0421589602701331,0.215447537420342,0.295033064991325,0.492930305493104,0.523500323126355
35039,0.0415039083328966,0.212099985064787,0.290448939113147,0.48527131795008,0.515366348791823
35041,0.0411573457621972,0.210328924964139,0.288023655928041,0.481219244731178,0.511062978486147
35045,0.0414738874187819,0.211946567333997,0.290238849437113,0.48492030790925,0.514993570190574
35047,0.0408993034330866,0.209010235319023,0.286217847180216,0.478202166432671,0.5078587902945
35043,0.039172677675759,0.200186553115306,0.274134729237713,0.458014141002767,0.486418765775688
35049,0.0368967391696132,0.188555684058589,0.258207459947922,0.431403450038627,0.458157761810011
35051,0.0419516441406154,0.21438807700467,0.293582243796451,0.490506327235529,0.520926017211399
35053,0.0416686367420843,0.212941806824035,0.291601726732728,0.487197352760805,0.517411830342727
35055,0.0383045663823164,0.195750190378166,0.268059590429335,0.447864024341047,0.475639170175727
35057,0.0417880313614142,0.213551956518217,0.292437263478859,0.488593336575478,0.518894388769174
35059,0.0410057528133627,0.209554230158873,0.286962791712246,0.47944679213508,0.509180603845263
35061,0.0408078400981064,0.208542824591636,0.285577776649998,0.477132760323879,0.506723062916274
