fips,0-4,5-17,18-49,50-64,65+
56001,0.0194666926875679,0.275814982128296,0.315514325755395,0.42294918553004,0.502605850677035
56003,0.0197450233063662,0.27975852589722,0.320025482269584,0.428996422747895,0.509792001898292
56005,0.0196449699230451,0.278340913641481,0.318403826434935,0.426822581630435,0.507208747688431
56007,0.020222886352552,0.286529156618054,0.3277706416164,0.439378863639267,0.522129832812358
56009,0.0198445722418132,0.281168990853537,0.321638962060493,0.431159303820888,0.512362231889968
56011,0.0190256424077716,0.269565935256693,0.308365824266849,0.413366568718261,0.491218479713404
56013,0.0197757071217785,0.280193271343474,0.320522802666366,0.429663084257678,0.510584219939374
56015,0.0198979692269342,0.281925549182844,0.322504415377511,0.43231945011431,0.513740875790144
56017,0.0199740030126552,0.283002838354988,0.323736763831427,0.433971421934053,0.515703973793787
56019,0.0197603711697846,0.279975983004206,0.320274238997599,0.42932988290143,0.510188264687932
56021,0.019419916426084,0.275152229911867,0.314756180504925,0.421932886458889,0.501398145646092
56023,0.0194121094241902,0.275041615945624,0.31462964535187,0.421763265191146,0.501196578544219
56025,0.0195366470891603,0.276806135188276,0.316648140122647,0.424469071709607,0.504411986525852
56027,0.0200119115740183,0.283539948039858,0.324351182231656,0.434795054145773,0.516682725810765
56029,0.0190336079272363,0.269678795188478,0.308494928657797,0.413539634067571,0.491424139542265
56031,0.0198292895501033,0.28095245713574,0.321391261629405,0.430827259640854,0.511967651752974
56033,0.018809298316148,0.266500651249675,0.304859339560107,0.408666101165038,0.485632743710138
56035,0.0192080136431005,0.272149872847955,0.311321680111264,0.417328914386547,0.495927078721083
56037,0.0197680406329764,0.280084648245249,0.320398544936297,0.429496515891559,0.51038628071118
56039,0.0175156969529052,0.248172184128406,0.28389277022702,0.38056026666273,0.452233561627974
56041,0.0194511130990877,0.275594241811119,0.315261813249354,0.422610690729493,0.502203605033825
56043,0.0196295318303478,0.27812217811564,0.318153607279247,0.426487161082259,0.506810155290766
56045,0.0197450233063662,0.27975852589722,0.320025482269584,0.428996422747895,0.509792001898292
