fips,0-4,5-17,18-49,50-64,65+
45001,0.0503418025852713,0.254003413031186,0.307134324568847,0.503559139299427,0.559540737189361
45003,0.0476826607854434,0.240586509817478,0.290910953956729,0.476960267442815,0.529984819710115
45005,0.0541868937331283,0.273404114333396,0.330593148289002,0.542020828978953,0.602278283819477
45007,0.0486082849619779,0.245256817354156,0.296558168431876,0.486219103831538,0.540272978009991
45009,0.0522594877620505,0.263679240176949,0.31883408324372,0.522741366543485,0.580855488000966
45011,0.0529309434039293,0.267067120943582,0.322930620603444,0.529457805124116,0.588318605441198
45013,0.045572789753999,0.229940994251468,0.278038673249807,0.455855642934637,0.506533955186358
45015,0.0487637213383225,0.246041083472435,0.297506482636183,0.487773903299741,0.54200062740154
45017,0.05002344550674,0.252397118056495,0.305192034438874,0.500374676125237,0.556002251373141
45019,0.0454434525670734,0.229288413588404,0.277249589674964,0.45456190851944,0.505096393931062
45021,0.050224747911643,0.253412804727829,0.306420176360476,0.502388264446397,0.558239694020266
45023,0.0507742145133672,0.256185180467617,0.309772461040943,0.50788447067718,0.564346923630666
45025,0.0523398746543003,0.264084838386506,0.319324522055749,0.523545460799023,0.581748974897341
45027,0.0511701208157068,0.258182755978833,0.312187877424885,0.511844643468206,0.568747356131942
45029,0.0504919027107432,0.254760754687789,0.308050082413959,0.505060561300821,0.561209075042708
45031,0.0522433955406491,0.263598045643792,0.318735904924766,0.522580399221256,0.580676625644762
45033,0.0539847901402593,0.272384385206938,0.329360118335742,0.539999226532318,0.600031936101773
45035,0.0475767384166728,0.240052070409225,0.290264723716285,0.475900746843402,0.528807510252307
45037,0.0500570521249121,0.252566682817346,0.305397067740092,0.500710836509896,0.556375783327517
45039,0.0527559119980203,0.266183986605807,0.321862757518065,0.52770700043331,0.586373160565088
45041,0.0509065253944027,0.256852765131619,0.310579687063712,0.509207950369059,0.565817536999891
45043,0.0469182666726554,0.236729700891731,0.286247400856145,0.469314183636636,0.521488706670695
45045,0.0469898976558491,0.23709112049285,0.286684420043214,0.470030694257866,0.522284873098664
45047,0.0494996253599442,0.249754143465443,0.301996218263854,0.495135006333489,0.550180077830661
45049,0.0527399712476947,0.266103556331542,0.321765503321097,0.52754754824643,0.586195981784623
45051,0.0478411046214068,0.241385950303152,0.291877616611653,0.478545149937435,0.53174589651359
45053,0.0493124162041135,0.248809565359581,0.300854058971251,0.493262390007933,0.548099279295792
45055,0.0490902485828929,0.247688601644397,0.299498618784756,0.491040091036169,0.545629923250251
45057,0.0479464429609491,0.241917442947291,0.292520283701528,0.479598828607469,0.53291671458396
45059,0.0495675261125225,0.250096741902857,0.302410479389,0.49581420419233,0.550934783367655
45061,0.0533738878911341,0.269302031212097,0.325633016006721,0.533888491616846,0.593241859519848
45063,0.0477531451709773,0.24094214417246,0.291340977774548,0.477665308873411,0.530768241896382
45067,0.0537193535552093,0.271045104627308,0.327740695071604,0.537344116634733,0.597081652741849
45069,0.0535939873316778,0.270412559763586,0.326975838264523,0.536090102984511,0.595688228082201
45065,0.0504585857142348,0.25459265123518,0.307846816088683,0.504727297944638,0.560838762184807
45071,0.0500570521249121,0.252566682817346,0.305397067740092,0.500710836509896,0.556375783327517
45073,0.0487981955181947,0.246215025582159,0.297716808913876,0.488118741733269,0.542383802159476
45075,0.052564303936422,0.265217213484646,0.320693760589891,0.525790382719476,0.584243468926484
45077,0.0487981955181947,0.246215025582159,0.297716808913876,0.488118741733269,0.542383802159476
45079,0.0490559796442782,0.247515695095126,0.299289544679845,0.490697305590528,0.545249029714651
45081,0.0509065253944027,0.256852765131619,0.310579687063712,0.509207950369059,0.565817536999891
45083,0.0494146182126187,0.249325233405734,0.301477591368579,0.494284696576126,0.549235237569919
45085,0.051137245694539,0.258016882042033,0.31198730697217,0.511515800104054,0.568381954644734
45087,0.0528196268908029,0.266505464967657,0.322251480796828,0.528344327960782,0.587081340968782
45089,0.0531528770540472,0.268186904139683,0.324284633336949,0.531677763729008,0.590785360936966
45091,0.0473464270289851,0.238890016697828,0.288859598574448,0.473596987379119,0.526247637601112
