fips,0-4,5-17,18-49,50-64,65+
45001,1148,3632,8895,5181,5496
45003,9776,27288,65025,34851,35009
45005,365,1082,3149,1462,1680
45007,11609,35509,80720,41700,37680
45009,616,1828,5034,2597,3089
45011,1357,3509,7739,4068,3892
45013,9141,25055,67287,37024,53616
45015,14798,42019,103692,43495,34719
45017,660,1992,4932,3149,3417
45019,23500,57998,182491,78244,72478
45021,3318,9609,22332,11410,9630
45023,1737,5475,11969,6917,6079
45025,2413,7250,16157,9502,8253
45027,1388,4368,11035,6672,7574
45029,2144,6619,14009,8080,7771
45031,3464,10588,23835,12640,12227
45033,1982,5142,10747,5308,4852
45035,9560,30189,68948,31278,24347
45037,1064,3509,10978,5765,5192
45039,940,2879,7126,5008,4788
45041,7970,24469,54052,26154,24276
45043,2609,8490,19729,14220,19152
45045,32495,91625,224023,101268,88164
45047,4088,11539,27188,13271,13243
45049,976,2857,7593,3624,3505
45051,15769,47849,128133,82319,94867
45053,1731,4107,11388,6701,6731
45055,3766,11791,25193,13533,12641
45057,5673,16134,38331,19068,21699
45059,3859,11088,26171,13983,12803
45061,793,2286,6588,3381,3282
45063,16975,52485,120838,59868,50204
45065,243,771,2729,2288,3670
45067,1517,4977,10519,5783,6104
45069,1380,3898,10640,5466,4901
45071,2086,6188,14434,7820,7593
45073,3544,11858,27374,17526,19264
45075,4387,13667,31608,16642,17227
45077,6239,18611,60978,24182,22594
45079,23473,67340,199068,71443,57401
45081,1104,3042,6885,4108,3819
45083,20449,58679,139596,64630,54742
45085,6803,18252,42248,19326,18224
45087,1461,4225,9725,5928,5651
45089,1448,4556,11447,6357,6709
45091,16050,52870,119979,56346,43314
